Cst_Cnt,Cruise_ID,Cruise,Cruz_Sta,DbSta_ID,Cast_ID,Sta_ID,Quarter,Sta_Code,Distance,Date,Year,Month,Julian_Date,Julian_Day,Time,Lat_Dec,Lat_Deg,Lat_Min,Lat_Hem,Lon_Dec,Lon_Deg,Lon_Min,Lon_Hem,Rpt_Line,St_Line,Ac_Line,Rpt_Sta,St_Station,Ac_Sta,Bottom_D,Secchi,Ship_Name,Ship_Code,Data_Type,Order_Occ,Event_Num,Orig_Sta_ID,Data_Or,Cruz_Num,IntChl,Wave_Dir,Wave_Ht,Wave_Prd,Wind_Dir,Wind_Spd,Barometer,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility
129.0,1949-03-28-C-31NS,194904.0,19490412200440.0,12200440.0,19-4904NS-HY-092-0130-12200440,122.0 044.0,2.0,NST,-83.37,04/02/1949,1949.0,4.0,17990.0,92.0,01:30:00,27.5,27.0,30.0,N,-115.3,-115.0,18.0,W,122.0,122.0,121.5,44.0,44.0,43.8,2816.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,130.0,122 44,3101,4904,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
130.0,1949-03-28-C-31NS,194904.0,19490412200530.0,12200530.0,19-4904NS-HY-092-0800-12200530,122.0 053.0,2.0,NST,-83.37,04/02/1949,1949.0,4.0,17990.0,92.0,08:00:00,27.083333,27.0,5.0,N,-115.916666,-115.0,55.0,W,122.0,122.0,121.9,53.0,53.0,54.1,3566.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,131.0,122 53,3101,4904,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
131.0,1949-03-28-C-31NS,194904.0,19490412330630.0,12330630.0,19-4904NS-HY-092-1430-12330630,123.3 063.0,2.0,NST,-83.37,04/02/1949,1949.0,4.0,17990.0,92.0,14:30:00,26.633333,26.0,38.0,N,-116.45,-116.0,27.0,W,123.3,123.0,122.7,63.0,63.0,63.6,3704.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,132.0,123 63,3101,4904,33.1,31.0,4.0,6.0,30.0,13.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
132.0,1949-03-28-C-31NS,194904.0,19490412330730.0,12330730.0,19-4904NS-HY-092-2112-12330730,123.3 073.0,2.0,NST,-83.37,04/02/1949,1949.0,4.0,17990.0,92.0,21:12:00,26.266666,26.0,16.0,N,-117.05,-117.0,3.0,W,123.3,123.0,122.9,73.0,73.0,73.4,3931.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,133.0,123 73,3101,4904,33.1,31.0,4.0,6.0,29.0,5.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
133.0,1949-03-28-C-31NS,194904.0,19490412400830.0,12400830.0,19-4904NS-HY-093-0254-12400830,124.0 083.0,2.0,NST,-83.37,04/03/1949,1949.0,4.0,17991.0,93.0,02:54:00,25.816666,25.0,49.0,N,-117.633333,-117.0,38.0,W,124.0,124.0,123.6,83.0,83.0,83.6,4023.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,134.0,124 83,3101,4904,33.1,31.0,4.0,6.0,29.0,13.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
136.0,1949-03-28-C-31NS,194904.0,19490412501120.0,12501120.0,19-4904NS-HY-093-2130-12501120,125.0 112.0,2.0,NST,-83.37,04/03/1949,1949.0,4.0,17991.0,93.0,21:30:00,24.616666,24.0,37.0,N,-119.35,-119.0,21.0,W,125.0,125.0,124.8,112.0,112.0,113.0,4114.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,137.0,125 112,3101,4904,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
142.0,1949-03-28-C-31NS,194904.0,19490411201070.0,11201070.0,19-4904NS-HY-095-2142-11201070,112.0 107.0,2.0,NST,-83.37,04/05/1949,1949.0,4.0,17993.0,95.0,21:42:00,26.983333,26.0,59.0,N,-120.483333,-120.0,29.0,W,112.0,112.0,112.2,107.0,107.0,107.6,3986.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,143.0,112 107,3101,4904,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
144.0,1949-03-28-C-31NS,194904.0,19490411200880.0,11200880.0,19-4904NS-HY-096-0930-11200880,112.0 088.0,2.0,NST,-83.37,04/06/1949,1949.0,4.0,17994.0,96.0,09:30:00,27.716666,27.0,43.0,N,-119.233333,-119.0,14.0,W,112.0,112.0,111.8,88.0,88.0,87.6,3475.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,145.0,112 88,3101,4904,33.1,31.0,4.0,6.0,34.0,8.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
146.0,1949-03-28-C-31NS,194904.0,19490411100680.0,11100680.0,19-4904NS-HY-096-2206-11100680,111.0 068.0,2.0,NST,-83.37,04/06/1949,1949.0,4.0,17994.0,96.0,22:06:00,28.433333,28.0,26.0,N,-117.966666,-117.0,58.0,W,111.0,111.0,111.5,68.0,68.0,67.6,3950.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,147.0,111 68,3101,4904,33.1,31.0,4.0,6.0,32.0,8.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
147.0,1949-03-28-C-31NS,194904.0,19490411100580.0,11100580.0,19-4904NS-HY-097-0406-11100580,111.0 058.0,2.0,NST,-83.37,04/07/1949,1949.0,4.0,17995.0,97.0,04:06:00,28.8,28.0,48.0,N,-117.333333,-117.0,20.0,W,111.0,111.0,111.4,58.0,58.0,57.6,3402.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,148.0,111 58,3101,4904,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
148.0,1949-03-28-C-31NS,194904.0,19490411100480.0,11100480.0,19-4904NS-HY-097-1018-11100480,111.0 048.0,2.0,NST,-83.37,04/07/1949,1949.0,4.0,17995.0,97.0,10:18:00,29.15,29.0,9.0,N,-116.8,-116.0,48.0,W,111.0,111.0,111.0,48.0,48.0,48.9,3566.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,149.0,111 48,3101,4904,33.1,31.0,4.0,6.0,32.0,8.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
149.0,1949-03-28-C-31NS,194904.0,19490411100380.0,11100380.0,19-4904NS-HY-097-1636-11100380,111.0 038.0,2.0,NST,-83.37,04/07/1949,1949.0,4.0,17995.0,97.0,16:36:00,29.5,29.0,30.0,N,-116.116666,-116.0,7.0,W,111.0,111.0,111.0,38.0,38.0,38.5,2286.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,150.0,111 38,3101,4904,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
150.0,1949-03-28-C-31NS,194904.0,19490410100340.0,10100340.0,19-4904NS-HY-098-0724-10100340,101.0 034.0,2.0,NST,-83.37,04/08/1949,1949.0,4.0,17996.0,98.0,07:24:00,31.333333,31.0,20.0,N,-116.916666,-116.0,55.0,W,101.0,101.0,101.2,34.0,34.0,34.1,869.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,151.0,101 34,3101,4904,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
151.0,1949-03-28-C-31NS,194904.0,19490410100440.0,10100440.0,19-4904NS-HY-098-1400-10100440,101.0 044.0,2.0,NST,-83.37,04/08/1949,1949.0,4.0,17996.0,98.0,14:00:00,30.9,30.0,54.0,N,-117.583333,-117.0,35.0,W,101.0,101.0,101.7,44.0,44.0,44.8,1829.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,152.0,101 44,3101,4904,33.1,31.0,4.0,6.0,32.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
153.0,1949-03-28-C-31NS,194904.0,19490410200640.0,10200640.0,19-4904NS-HY-099-0324-10200640,102.0 064.0,2.0,NST,-83.37,04/09/1949,1949.0,4.0,17997.0,99.0,03:24:00,30.3,30.0,18.0,N,-118.85,-118.0,51.0,W,102.0,102.0,101.5,64.0,64.0,63.6,3566.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,154.0,102 64,3101,4904,33.1,31.0,4.0,6.0,32.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
155.0,1949-03-28-C-31NS,194904.0,19490410200840.0,10200840.0,19-4904NS-HY-099-1654-10200840,102.0 084.0,2.0,NST,-83.37,04/09/1949,1949.0,4.0,17997.0,99.0,16:54:00,29.4,29.0,24.0,N,-120.283333,-120.0,17.0,W,102.0,102.0,102.3,84.0,84.0,86.6,3840.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,156.0,102 84,3101,4904,33.1,31.0,4.0,6.0,32.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
156.0,1949-03-28-C-31NS,194904.0,19490410200940.0,10200940.0,19-4904NS-HY-099-2206-10200940,102.0 094.0,2.0,NST,-83.37,04/09/1949,1949.0,4.0,17997.0,99.0,22:06:00,29.1,29.0,6.0,N,-120.833333,-120.0,50.0,W,102.0,102.0,102.4,94.0,94.0,95.1,4060.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,157.0,102 94,3101,4904,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
157.0,1949-03-28-C-31NS,194904.0,19490410201030.0,10201030.0,19-4904NS-HY-100-0330-10201030,102.0 103.0,2.0,NST,-83.37,04/10/1949,1949.0,4.0,17998.0,100.0,03:30:00,28.816666,28.0,49.0,N,-121.366666,-121.0,22.0,W,102.0,102.0,102.5,103.0,103.0,103.3,3658.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,158.0,102 103,3101,4904,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
158.0,1949-03-28-C-31NS,194904.0,19490410331110.0,10331110.0,19-4904NS-HY-100-0906-10331110,103.3 111.0,2.0,NST,-83.37,04/10/1949,1949.0,4.0,17998.0,100.0,09:06:00,28.516666,28.0,31.0,N,-121.85,-121.0,51.0,W,103.3,103.0,102.7,111.0,111.0,111.1,4114.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,159.0,103 111,3101,4904,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
167.0,1949-05-02-C-31CR,194905.0,19490508200570.0,8200570.0,19-4905CR-HY-122-1906-08200570,082.0 057.0,2.0,NST,-71.96,05/02/1949,1949.0,5.0,18020.0,122.0,19:06:00,33.733333,33.0,44.0,N,-120.6,-120.0,36.0,W,82.0,82.0,83.0,57.0,57.0,57.2,2048.0,19.0,CREST,31CR,HY,39.0,169.0,082 57,3101,4905,33.1,31.0,4.0,6.0,32.0,18.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
170.0,1949-05-02-C-31CR,194905.0,19490508100970.0,8100970.0,19-4905CR-HY-123-2318-08100970,081.0 097.0,2.0,NST,-83.37,05/03/1949,1949.0,5.0,18021.0,123.0,23:18:00,32.566666,32.0,34.0,N,-123.683333,-123.0,41.0,W,81.0,81.0,81.5,97.0,97.0,99.6,2048.0,19.0,CREST,31CR,HY,39.0,172.0,081 97,3101,4905,33.1,31.0,4.0,6.0,32.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
178.0,1949-05-02-C-31CR,194905.0,19490507000950.0,7000950.0,19-4905CR-HY-127-0324-07000950,070.0 095.0,2.0,NST,-83.37,05/07/1949,1949.0,5.0,18025.0,127.0,03:24:00,34.583333,34.0,35.0,N,-124.716666,-124.0,43.0,W,70.0,70.0,70.8,95.0,95.0,94.8,2048.0,19.0,CREST,31CR,HY,39.0,180.0,070 95,3101,4905,33.1,31.0,4.0,6.0,29.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
179.0,1949-05-02-C-31CR,194905.0,19490507100850.0,7100850.0,19-4905CR-HY-127-0924-07100850,071.0 085.0,2.0,NST,-83.37,05/07/1949,1949.0,5.0,18025.0,127.0,09:24:00,34.866666,34.0,52.0,N,-124.116666,-124.0,7.0,W,71.0,71.0,70.8,85.0,85.0,86.3,2048.0,19.0,CREST,31CR,HY,39.0,181.0,071 85,3101,4905,33.1,31.0,4.0,6.0,31.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
180.0,1949-05-02-C-31CR,194905.0,19490507100760.0,7100760.0,19-4905CR-HY-127-1542-07100760,071.0 076.0,2.0,NST,-83.37,05/07/1949,1949.0,5.0,18025.0,127.0,15:42:00,35.15,35.0,9.0,N,-123.433333,-123.0,26.0,W,71.0,71.0,71.0,76.0,76.0,76.8,2048.0,19.0,CREST,31CR,HY,39.0,182.0,071 76,3101,4905,33.1,31.0,4.0,6.0,33.0,5.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
181.0,1949-05-02-C-31CR,194905.0,19490507100660.0,7100660.0,19-4905CR-HY-127-2236-07100660,071.0 066.0,2.0,NST,-83.37,05/07/1949,1949.0,5.0,18025.0,127.0,22:36:00,35.5,35.0,30.0,N,-122.6,-122.0,36.0,W,71.0,71.0,71.2,66.0,66.0,65.4,2048.0,19.0,CREST,31CR,HY,39.0,183.0,071 66,3101,4905,33.1,31.0,4.0,6.0,29.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
182.0,1949-05-02-C-31CR,194905.0,19490507200560.0,7200560.0,19-4905CR-HY-128-0530-07200560,072.0 056.0,2.0,NST,-83.37,05/08/1949,1949.0,5.0,18026.0,128.0,05:30:00,35.8,35.0,48.0,N,-121.866666,-121.0,52.0,W,72.0,72.0,71.4,56.0,56.0,55.3,2048.0,19.0,CREST,31CR,HY,39.0,184.0,072 56,3101,4905,33.1,31.0,4.0,6.0,33.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
183.0,1949-05-02-C-31CR,194905.0,19490506330580.0,6330580.0,19-4905CR-HY-128-1906-06330580,063.3 058.0,2.0,NST,-83.37,05/08/1949,1949.0,5.0,18026.0,128.0,19:06:00,37.233333,37.0,14.0,N,-123.283333,-123.0,17.0,W,63.3,63.0,62.3,58.0,58.0,59.5,2048.0,19.0,CREST,31CR,HY,39.0,185.0,063 58,3101,4905,33.1,31.0,4.0,6.0,29.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
184.0,1949-05-02-C-31CR,194905.0,19490506200680.0,6200680.0,19-4905CR-HY-129-0748-06200680,062.0 068.0,2.0,NST,-83.37,05/09/1949,1949.0,5.0,18027.0,129.0,07:48:00,36.916666,36.0,55.0,N,-123.9,-123.0,54.0,W,62.0,62.0,62.4,68.0,68.0,68.3,2048.0,19.0,CREST,31CR,HY,39.0,186.0,062 68,3101,4905,33.1,31.0,4.0,6.0,32.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
185.0,1949-05-02-C-31CR,194905.0,19490506100780.0,6100780.0,19-4905CR-HY-129-1430-06100780,061.0 078.0,2.0,NST,-83.37,05/09/1949,1949.0,5.0,18027.0,129.0,14:30:00,36.783333,36.0,47.0,N,-124.7,-124.0,42.0,W,61.0,61.0,61.4,78.0,78.0,77.6,2048.0,19.0,CREST,31CR,HY,39.0,187.0,061 78,3101,4905,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
186.0,1949-05-02-C-31CR,194905.0,19490506100870.0,6100870.0,19-4905CR-HY-129-2106-06100870,061.0 087.0,2.0,NST,-146.65,05/09/1949,1949.0,5.0,18027.0,129.0,21:06:00,36.75,36.0,45.0,N,-125.466666,-125.0,28.0,W,61.0,61.0,60.0,87.0,87.0,85.8,2048.0,19.0,CREST,31CR,HY,39.0,188.0,061 87,3101,4905,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
187.0,1949-05-02-C-31CR,194905.0,19490506000970.0,6000970.0,19-4905CR-HY-130-0412-06000970,060.0 097.0,2.0,NST,-195.56,05/10/1949,1949.0,5.0,18028.0,130.0,04:12:00,36.416666,36.0,25.0,N,-126.4,-126.0,24.0,W,60.0,60.0,59.6,97.0,97.0,98.0,2048.0,19.0,CREST,31CR,HY,39.0,189.0,060 97,3101,4905,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
199.0,1949-05-02-C-31CR,194905.0,19490505100850.0,5100850.0,19-4905CR-HY-133-1342-05100850,051.0 085.0,2.0,NST,-83.37,05/13/1949,1949.0,5.0,18031.0,133.0,13:42:00,38.3,38.0,18.0,N,-126.5,-126.0,30.0,W,51.0,51.0,51.4,85.0,85.0,84.3,2048.0,19.0,CREST,31CR,HY,39.0,201.0,051 85,3101,4905,33.1,31.0,4.0,6.0,36.0,8.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
201.0,1949-05-02-C-31CR,194905.0,19490505330660.0,5330660.0,19-4905CR-HY-134-0206-05330660,053.3 066.0,2.0,NST,-83.37,05/14/1949,1949.0,5.0,18032.0,134.0,02:06:00,38.716666,38.0,43.0,N,-124.9,-124.0,54.0,W,53.3,53.0,52.7,66.0,66.0,64.9,2048.0,19.0,CREST,31CR,HY,39.0,203.0,053 66,3101,4905,33.1,31.0,4.0,6.0,36.0,5.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
234.0,1949-05-02-C-31NS,194905.0,19490509200390.0,9200390.0,19-4905NS-HY-118-2200-09200390,092.0 039.0,2.0,NST,-47.4,04/28/1949,1949.0,4.0,18016.0,118.0,22:00:00,32.683333,32.0,41.0,N,-118.15,-118.0,9.0,W,92.0,92.0,92.7,39.0,39.0,38.0,2048.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,236.0,092 39,3101,4905,33.1,31.0,4.0,6.0,27.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
235.0,1949-05-02-C-31NS,194905.0,19490512200440.0,12200440.0,19-4905NS-HY-121-0224-12200440,122.0 044.0,2.0,NST,-83.37,05/01/1949,1949.0,5.0,18019.0,121.0,02:24:00,27.483333,27.0,29.0,N,-115.333333,-115.0,20.0,W,122.0,122.0,121.5,44.0,44.0,44.3,3017.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,237.0,122 44,3101,4905,33.1,31.0,4.0,6.0,27.0,13.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
236.0,1949-05-02-C-31NS,194905.0,19490512200530.0,12200530.0,19-4905NS-HY-121-0830-12200530,122.0 053.0,2.0,NST,-83.37,05/01/1949,1949.0,5.0,18019.0,121.0,08:30:00,27.083333,27.0,5.0,N,-115.9,-115.0,54.0,W,122.0,122.0,122.0,53.0,53.0,53.9,3621.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,238.0,122 53,3101,4905,33.1,31.0,4.0,6.0,27.0,8.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
237.0,1949-05-02-C-31NS,194905.0,19490512330630.0,12330630.0,19-4905NS-HY-121-1442-12330630,123.3 063.0,2.0,NST,-83.37,05/01/1949,1949.0,5.0,18019.0,121.0,14:42:00,26.65,26.0,39.0,N,-116.483333,-116.0,29.0,W,123.3,123.0,122.6,63.0,63.0,63.9,3950.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,239.0,123 63,3101,4905,33.1,31.0,4.0,6.0,27.0,8.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
238.0,1949-05-02-C-31NS,194905.0,19490512330730.0,12330730.0,19-4905NS-HY-121-2130-12330730,123.3 073.0,2.0,NST,-83.37,05/01/1949,1949.0,5.0,18019.0,121.0,21:30:00,26.166666,26.0,10.0,N,-117.033333,-117.0,2.0,W,123.3,123.0,123.4,73.0,73.0,74.0,3877.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,240.0,123 73,3101,4905,33.1,31.0,4.0,6.0,27.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
239.0,1949-05-02-C-31NS,194905.0,19490512400830.0,12400830.0,19-4905NS-HY-122-0324-12400830,124.0 083.0,2.0,NST,-83.37,05/02/1949,1949.0,5.0,18020.0,122.0,03:24:00,25.816666,25.0,49.0,N,-117.633333,-117.0,38.0,W,124.0,124.0,123.6,83.0,83.0,83.6,4023.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,241.0,124 83,3101,4905,33.1,31.0,4.0,6.0,27.0,5.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
240.0,1949-05-02-C-31NS,194905.0,19490512400930.0,12400930.0,19-4905NS-HY-122-0942-12400930,124.0 093.0,2.0,NST,-83.37,05/02/1949,1949.0,5.0,18020.0,122.0,09:42:00,25.433333,25.0,26.0,N,-118.266666,-118.0,16.0,W,124.0,124.0,123.8,93.0,93.0,94.0,3731.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,242.0,124 93,3101,4905,33.1,31.0,4.0,6.0,24.0,8.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
241.0,1949-05-02-C-31NS,194905.0,19490512501020.0,12501020.0,19-4905NS-HY-122-1536-12501020,125.0 102.0,2.0,NST,-83.37,05/02/1949,1949.0,5.0,18020.0,122.0,15:36:00,25.033333,25.0,2.0,N,-118.816666,-118.0,49.0,W,125.0,125.0,124.3,102.0,102.0,103.5,3895.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,243.0,125 102,3101,4905,33.1,31.0,4.0,6.0,27.0,5.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
242.0,1949-05-02-C-31NS,194905.0,19490512501120.0,12501120.0,19-4905NS-HY-122-2106-12501120,125.0 112.0,2.0,NST,-83.37,05/02/1949,1949.0,5.0,18020.0,122.0,21:06:00,24.633333,24.0,38.0,N,-119.366666,-119.0,22.0,W,125.0,125.0,124.7,112.0,112.0,113.1,4096.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,244.0,125 112,3101,4905,33.1,31.0,4.0,6.0,31.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
248.0,1949-05-02-C-31NS,194905.0,19490511201070.0,11201070.0,19-4905NS-HY-124-2224-11201070,112.0 107.0,2.0,NST,-83.37,05/04/1949,1949.0,5.0,18022.0,124.0,22:24:00,26.95,26.0,57.0,N,-120.533333,-120.0,32.0,W,112.0,112.0,112.2,107.0,107.0,108.4,4151.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,250.0,112 107,3101,4905,33.1,31.0,4.0,6.0,32.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
249.0,1949-05-02-C-31NS,194905.0,19490511200980.0,11200980.0,19-4905NS-HY-125-0500-11200980,112.0 098.0,2.0,NST,-83.37,05/05/1949,1949.0,5.0,18023.0,125.0,05:00:00,27.316666,27.0,19.0,N,-119.9,-119.0,54.0,W,112.0,112.0,112.1,98.0,98.0,98.3,3986.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,251.0,112 98,3101,4905,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
250.0,1949-05-02-C-31NS,194905.0,19490511200880.0,11200880.0,19-4905NS-HY-125-1124-11200880,112.0 088.0,2.0,NST,-83.37,05/05/1949,1949.0,5.0,18023.0,125.0,11:24:00,27.683333,27.0,41.0,N,-119.25,-119.0,15.0,W,112.0,112.0,111.9,88.0,88.0,88.0,2103.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,252.0,112 88,3101,4905,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
251.0,1949-05-02-C-31NS,194905.0,19490511200780.0,11200780.0,19-4905NS-HY-125-1806-11200780,112.0 078.0,2.0,NST,-83.37,05/05/1949,1949.0,5.0,18023.0,125.0,18:06:00,28.066666,28.0,4.0,N,-118.633333,-118.0,38.0,W,112.0,112.0,111.7,78.0,78.0,78.0,3858.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,253.0,112 78,3101,4905,33.1,31.0,4.0,6.0,29.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
252.0,1949-05-02-C-31NS,194905.0,19490511100680.0,11100680.0,19-4905NS-HY-127-1400-11100680,111.0 068.0,2.0,NST,-83.37,05/07/1949,1949.0,5.0,18025.0,127.0,14:00:00,28.433333,28.0,26.0,N,-117.966666,-117.0,58.0,W,111.0,111.0,111.5,68.0,68.0,67.6,3329.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,254.0,111 68,3101,4905,33.1,31.0,4.0,6.0,24.0,2.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
254.0,1949-05-02-C-31NS,194905.0,19490511100480.0,11100480.0,19-4905NS-HY-128-0148-11100480,111.0 048.0,2.0,NST,-83.37,05/08/1949,1949.0,5.0,18026.0,128.0,01:48:00,29.15,29.0,9.0,N,-116.716666,-116.0,43.0,W,111.0,111.0,111.2,48.0,48.0,47.9,2834.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,256.0,111 48,3101,4905,33.1,31.0,4.0,6.0,32.0,8.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
256.0,1949-05-02-C-31NS,194905.0,19490510100340.0,10100340.0,19-4905NS-HY-128-2206-10100340,101.0 034.0,2.0,NST,-83.37,05/08/1949,1949.0,5.0,18026.0,128.0,22:06:00,31.3,31.0,18.0,N,-116.883333,-116.0,53.0,W,101.0,101.0,101.5,34.0,34.0,34.0,988.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,258.0,101 34,3101,4905,33.1,31.0,4.0,6.0,29.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
257.0,1949-05-02-C-31NS,194905.0,19490510100440.0,10100440.0,19-4905NS-HY-129-0406-10100440,101.0 044.0,2.0,NST,-83.37,05/09/1949,1949.0,5.0,18027.0,129.0,04:06:00,30.966666,30.0,58.0,N,-117.6,-117.0,36.0,W,101.0,101.0,101.4,44.0,44.0,44.5,1573.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,259.0,101 44,3101,4905,33.1,31.0,4.0,6.0,32.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
258.0,1949-05-02-C-31NS,194905.0,19490510200540.0,10200540.0,19-4905NS-HY-129-1018-10200540,102.0 054.0,2.0,NST,-83.37,05/09/1949,1949.0,5.0,18027.0,129.0,10:18:00,30.633333,30.0,38.0,N,-118.3,-118.0,18.0,W,102.0,102.0,101.3,54.0,54.0,54.9,914.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,260.0,102 54,3101,4905,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
259.0,1949-05-02-C-31NS,194905.0,19490510200640.0,10200640.0,19-4905NS-HY-129-1648-10200640,102.0 064.0,2.0,NST,-83.37,05/09/1949,1949.0,5.0,18027.0,129.0,16:48:00,30.283333,30.0,17.0,N,-118.916666,-118.0,55.0,W,102.0,102.0,101.5,64.0,64.0,64.4,3566.0,19.0,MV N.B. SCOFIELD,31NS,HY,39.0,261.0,102 64,3101,4905,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
